"","park","cycle","numplots","lat.rank","group","lower","upper","mean","cycle2","sign"
"103","MIMA",2,20,35,"c2",9.62340357786162,20.2826673734067,14.9210659948938,"2","0"
"104","MIMA",3,20,35,"c3",10.4436077582197,21.3493523042504,15.9543147962719,"3","0"
"105","SARA",1,31,36,"c1",5.9241520345644,18.1459025459684,11.8846830984711,"1","1"
"106","SARA",2,32,36,"c2",8.78139038638368,20.6032567462099,14.5282840841402,"2","1"
"107","SARA",3,32,36,"c3",11.1298493926481,23.2651462030348,17.1718850698093,"3","1"
"108","SAGA",1,21,37,"c1",-1.08343282640291,3.18007540652339,1.03535071692624,"1","0"
"109","SAGA",2,21,37,"c2",-1.0817209821344,3.17456146373292,1.03160437059755,"2","0"
"110","SAGA",3,21,37,"c3",-1.08610308755973,3.16497229467483,1.02785802426885,"3","0"
"111","MABI",1,24,38,"c1",-0.0236348650312632,0.0217844556045958,-0.000679606516257784,"1","0"
"112","MABI",2,24,38,"c2",-0.0010196728560389,0.0277809226331069,0.0131326719897182,"2","0"
"113","MABI",3,24,38,"c3",0.00499073743821915,0.0492002356252789,0.0269449504956942,"3","0"
"114","ACAD",1,173,39,"c1",-0.00130566787137326,0.000873260370822092,-0.000182359370616706,"1","0"
"115","ACAD",2,176,39,"c2",-0.000344377891490971,0.0011451364918199,0.000390211530063506,"2","0"
"116","ACAD",3,176,39,"c3",-0.000122389652575689,0.00207462767169712,0.000962782430743718,"3","0"
