"","park","guild","cycle","numplots","lat.rank","group","lower","upper","mean","cycle2","sign","guildsign"
"85","THST","Graminoid",3,6,11,"c3_Graminoid",8.39938778592395,17.3891144902852,12.861933275294,"3","1","Graminoid_1"
"86","THST","Herbaceous",1,8,11,"c1_Herbaceous",-3.8991155321999,4.06584182813391,0.0257948511413888,"1","0","Herbaceous_0"
"87","THST","Herbaceous",2,8,11,"c2_Herbaceous",-2.81430705208804,2.97013106497584,0.0570021937280442,"2","0","Herbaceous_0"
"88","THST","Herbaceous",3,6,11,"c3_Herbaceous",-4.47781679309806,4.81071236810214,0.0882095363146997,"3","0","Herbaceous_0"
"89","THST","Shrub",1,8,11,"c1_Shrub",-3.46674869509649,4.36029919026295,0.419517091913474,"1","0","Shrub_0"
"90","THST","Shrub",2,8,11,"c2_Shrub",-2.42394987719241,3.12224306015525,0.2175264791831,"2","0","Shrub_0"
"91","THST","Shrub",3,6,11,"c3_Shrub",-4.4360215818647,4.80521377280925,0.0155358664527267,"3","0","Shrub_0"
"92","PRWI","Graminoid",1,145,12,"c1_Graminoid",0.209317074460296,1.33767582867514,0.761608283037197,"1","0","Graminoid_0"
"93","PRWI","Graminoid",2,145,12,"c2_Graminoid",0.249672013372405,1.18736763358304,0.712546576166795,"2","0","Graminoid_0"
"94","PRWI","Graminoid",3,145,12,"c3_Graminoid",0.109763626516142,1.21747782966174,0.663484869296392,"3","0","Graminoid_0"
"95","PRWI","Herbaceous",1,145,12,"c1_Herbaceous",-0.455931336752452,0.664980890447624,0.0817664558670948,"1","0","Herbaceous_0"
"96","PRWI","Herbaceous",2,145,12,"c2_Herbaceous",-0.383690085456551,0.553814944904375,0.0644301708327998,"2","0","Herbaceous_0"
"97","PRWI","Herbaceous",3,145,12,"c3_Herbaceous",-0.50473982105072,0.598029387695243,0.0470938857985048,"3","0","Herbaceous_0"
"98","MANA","Graminoid",1,17,13,"c1_Graminoid",4.11565321973799,15.296502991708,9.94509712828312,"1","0","Graminoid_0"
"99","MANA","Graminoid",2,17,13,"c2_Graminoid",9.03334751942394,17.7153446372404,13.5657688627653,"2","0","Graminoid_0"
"100","MANA","Graminoid",3,17,13,"c3_Graminoid",11.1628568247732,22.8882108365045,17.1864405972475,"3","0","Graminoid_0"
"101","MANA","Herbaceous",1,17,13,"c1_Herbaceous",-1.40294950868487,9.69452989835896,4.28238133723516,"1","0","Herbaceous_0"
"102","MANA","Herbaceous",2,17,13,"c2_Herbaceous",0.125924287203102,8.67276362686193,4.42329022295495,"2","0","Herbaceous_0"
"103","MANA","Herbaceous",3,17,13,"c3_Herbaceous",-1.33079400056891,10.1824037836095,4.56419910867473,"3","0","Herbaceous_0"
"104","MANA","Shrub",1,17,13,"c1_Shrub",-5.20101172684144,5.75641196329437,0.308278849243151,"1","0","Shrub_0"
"105","MANA","Shrub",2,17,13,"c2_Shrub",-3.94402571360359,4.58331360319432,0.189530044034633,"2","0","Shrub_0"
"106","MANA","Shrub",3,17,13,"c3_Shrub",-5.68630879117404,6.11016142530731,0.0707812388261159,"3","0","Shrub_0"
"107","NACE","Graminoid",1,45,14,"c1_Graminoid",1.85178797448247,9.08876101402136,5.34873162339333,"1","0","Graminoid_0"
"108","NACE","Graminoid",2,47,14,"c2_Graminoid",4.03553699997111,9.36144699789888,6.72524136047421,"2","0","Graminoid_0"
"109","NACE","Graminoid",3,48,14,"c3_Graminoid",4.51240167310895,11.5772323368036,8.10175109755509,"3","0","Graminoid_0"
"110","NACE","Herbaceous",1,45,14,"c1_Herbaceous",8.02531812912877,14.8912976682722,11.4799185005265,"1","0","Herbaceous_0"
"111","NACE","Herbaceous",2,47,14,"c2_Herbaceous",7.71304867310048,12.9902924638273,10.223483496545,"2","0","Herbaceous_0"
"112","NACE","Herbaceous",3,48,14,"c3_Herbaceous",5.30144744392369,12.5369440415459,8.96704849256337,"3","0","Herbaceous_0"
"113","NACE","Shrub",1,45,14,"c1_Shrub",-3.1325144172212,4.19919752896086,0.254916675864605,"1","0","Shrub_0"
"114","NACE","Shrub",2,47,14,"c2_Shrub",-2.16753655833042,3.24197850456995,0.397008564206196,"2","0","Shrub_0"
"115","NACE","Shrub",3,48,14,"c3_Shrub",-3.02871007559152,4.48297455785086,0.539100452547787,"3","0","Shrub_0"
"116","GWMP","Graminoid",1,20,15,"c1_Graminoid",-3.61406110631724,13.8376609998409,5.05870371903948,"1","0","Graminoid_0"
"117","GWMP","Graminoid",2,20,15,"c2_Graminoid",-1.36796748550453,11.4501656969195,5.12245926387786,"2","0","Graminoid_0"
"118","GWMP","Graminoid",3,20,15,"c3_Graminoid",-3.35526479991485,14.0870913889676,5.18621480871623,"3","0","Graminoid_0"
"119","GWMP","Herbaceous",1,20,15,"c1_Herbaceous",6.49712023433779,24.4366177899888,15.034244478346,"1","0","Herbaceous_0"
"120","GWMP","Herbaceous",2,20,15,"c2_Herbaceous",10.05826744453,23.7067689929994,16.8059179148114,"2","0","Herbaceous_0"
"121","GWMP","Herbaceous",3,20,15,"c3_Herbaceous",10.098095279539,27.9236716062734,18.5775913512768,"3","0","Herbaceous_0"
"122","GWMP","Shrub",1,20,15,"c1_Shrub",-8.31204135176167,9.7055486954991,0.69057110314171,"1","0","Shrub_0"
"123","GWMP","Shrub",2,20,15,"c2_Shrub",-5.69615764115232,8.09105876372058,1.07761266719472,"2","0","Shrub_0"
"124","GWMP","Shrub",3,20,15,"c3_Shrub",-7.21055768882976,10.9687205952301,1.46465423124773,"3","0","Shrub_0"
"125","WOTR","Graminoid",1,1,16,"c1_Graminoid",3.36197464463931,35.5766266153375,19.4535145980507,"1","0","Graminoid_0"
"126","WOTR","Graminoid",2,6,16,"c2_Graminoid",8.51735375778193,30.5664199850534,19.4210284434518,"2","0","Graminoid_0"
"127","WOTR","Graminoid",3,6,16,"c3_Graminoid",7.46138298074947,31.2880296988358,19.3885422888529,"3","0","Graminoid_0"
"128","WOTR","Herbaceous",1,1,16,"c1_Herbaceous",-10.4292992998619,22.8535910882027,5.62797604479792,"1","0","Herbaceous_0"
"129","WOTR","Herbaceous",2,6,16,"c2_Herbaceous",-3.90415537079949,18.3442886400577,6.800377521743,"2","0","Herbaceous_0"
"130","WOTR","Herbaceous",3,6,16,"c3_Herbaceous",-3.79603664844071,19.6265480859083,7.97277899868808,"3","0","Herbaceous_0"
"131","WOTR","Shrub",1,1,16,"c1_Shrub",-13.7800292372643,18.8499432254602,2.24373256782721,"1","0","Shrub_0"
"132","WOTR","Shrub",2,6,16,"c2_Shrub",-9.80825988368412,12.2386306012763,1.58273139478171,"2","0","Shrub_0"
"133","WOTR","Shrub",3,6,16,"c3_Shrub",-11.204278748662,12.3763568924146,0.921730221736214,"3","0","Shrub_0"
"134","ROCR","Herbaceous",1,19,17,"c1_Herbaceous",9.19830495472517,22.4450589612593,15.7773988405524,"1","0","Herbaceous_0"
"135","ROCR","Herbaceous",2,19,17,"c2_Herbaceous",9.14212459339342,19.6838978610101,14.5632800891397,"2","0","Herbaceous_0"
"136","ROCR","Herbaceous",3,19,17,"c3_Herbaceous",7.17053384439852,19.8051364436514,13.349161337727,"3","0","Herbaceous_0"
"137","ROCR","Shrub",1,19,17,"c1_Shrub",-5.89161516079378,6.55128997331113,0.542047613800437,"1","0","Shrub_0"
"138","ROCR","Shrub",2,19,17,"c2_Shrub",-4.52273063395438,5.66654771443501,0.506765503109333,"2","0","Shrub_0"
"139","ROCR","Shrub",3,19,17,"c3_Shrub",-5.96538347919939,7.1358854423994,0.471483392418229,"3","0","Shrub_0"
"140","HAFE","Graminoid",1,20,18,"c1_Graminoid",-1.78785439846184,4.01777827995075,1.13584563408558,"1","1","Graminoid_1"
"141","HAFE","Graminoid",2,20,18,"c2_Graminoid",1.17916060127429,5.97594528840061,3.63790207807846,"2","1","Graminoid_1"
