"","park","guild","cycle","numplots","lat.rank","group","lower","upper","mean","cycle2","sign","guildsign"
"42","BLUE","Graminoid",2,39,6,"c2_Graminoid",-1.67823039155972,12.2551001625774,5.56064352585767,"2","0","Graminoid_0"
"43","BLUE","Graminoid",3,40,6,"c3_Graminoid",1.30878995105041,17.424928366157,9.25118774683706,"3","0","Graminoid_0"
"44","BLUE","Herbaceous",1,27,6,"c1_Herbaceous",12.261170514714,30.6268889083937,21.6743483439867,"1","0","Herbaceous_0"
"45","BLUE","Herbaceous",2,39,6,"c2_Herbaceous",14.1530551973257,28.5523269237226,21.5922629818659,"2","0","Herbaceous_0"
"46","BLUE","Herbaceous",3,40,6,"c3_Herbaceous",12.9494754366853,29.3009940092017,21.5101776197452,"3","0","Herbaceous_0"
"47","BLUE","Shrub",1,27,6,"c1_Shrub",2.9920945555849,20.0225195837176,11.9616477493062,"1","0","Shrub_0"
"48","BLUE","Shrub",2,39,6,"c2_Shrub",7.59801720917656,21.6536048796892,14.8015616695826,"2","0","Shrub_0"
"49","BLUE","Shrub",3,40,6,"c3_Shrub",9.60329928457817,25.4143880312068,17.6414755898591,"3","0","Shrub_0"
"50","NERI","Herbaceous",1,78,7,"c1_Herbaceous",4.34906536108754,10.6202837712297,7.48832910451638,"1","0","Herbaceous_0"
"51","NERI","Herbaceous",2,101,7,"c2_Herbaceous",4.7492565955676,9.82688238345728,7.27403602751536,"2","0","Herbaceous_0"
"52","NERI","Herbaceous",3,102,7,"c3_Herbaceous",3.91842462116933,10.2387100539784,7.05974295051435,"3","0","Herbaceous_0"
"53","NERI","Shrub",1,78,7,"c1_Shrub",0.750601537693606,7.54363137764098,4.04008080246549,"1","0","Shrub_0"
"54","NERI","Shrub",2,101,7,"c2_Shrub",2.78927223734961,8.11516083338174,5.40694545916639,"2","0","Shrub_0"
"55","NERI","Shrub",3,102,7,"c3_Shrub",3.42664967268148,9.94815926176739,6.7738101158673,"3","0","Shrub_0"
"56","NERI","Tree",1,78,7,"c1_Tree",-1.94315457131294,4.65264781401757,1.44224721781867,"1","0","Tree_0"
"57","NERI","Tree",2,101,7,"c2_Tree",-0.57128300046274,4.58189687123495,1.99570842738491,"2","0","Tree_0"
"58","NERI","Tree",3,102,7,"c3_Tree",-0.6959182543671,5.79883765762292,2.54916963695115,"3","0","Tree_0"
"59","GEWA","Graminoid",1,8,8,"c1_Graminoid",-11.3196053467109,22.6561877010625,5.57246658049233,"1","0","Graminoid_0"
"60","GEWA","Graminoid",2,8,8,"c2_Graminoid",-0.309855425487767,24.5716403174307,12.1491726367079,"2","0","Graminoid_0"
"61","GEWA","Graminoid",3,6,8,"c3_Graminoid",2.58437619669535,37.2703837328029,18.7258786929236,"3","0","Graminoid_0"
"62","GEWA","Herbaceous",1,8,8,"c1_Herbaceous",-16.0729084681193,17.5610040991457,0.434236874455263,"1","0","Herbaceous_0"
"63","GEWA","Herbaceous",2,8,8,"c2_Herbaceous",-11.2007740396335,15.6060616435192,1.90978485792673,"2","0","Herbaceous_0"
"64","GEWA","Herbaceous",3,6,8,"c3_Herbaceous",-13.3399809119122,21.2949973103512,3.3853328413982,"3","0","Herbaceous_0"
"65","GEWA","Shrub",1,8,8,"c1_Shrub",20.5866346897588,53.7339381369035,37.5629761784698,"1","0","Shrub_0"
"66","GEWA","Shrub",2,8,8,"c2_Shrub",29.8810468605847,56.9163811539473,43.2464415882622,"2","0","Shrub_0"
"67","GEWA","Shrub",3,6,8,"c3_Shrub",31.2018672231868,67.4811650122296,48.9299069980545,"3","0","Shrub_0"
"68","GARI","Graminoid",1,26,9,"c1_Graminoid",-3.75704601096381,6.09134655237545,1.14371577473793,"1","0","Graminoid_0"
"69","GARI","Graminoid",2,38,9,"c2_Graminoid",-1.89284671589129,5.15879990918795,1.65228427136378,"2","0","Graminoid_0"
"70","GARI","Graminoid",3,43,9,"c3_Graminoid",-1.87623434408016,6.62950136763422,2.16085276798964,"3","0","Graminoid_0"
"71","GARI","Herbaceous",1,26,9,"c1_Herbaceous",-2.4831521672449,7.16140022844053,2.45513398843868,"1","0","Herbaceous_0"
"72","GARI","Herbaceous",2,38,9,"c2_Herbaceous",1.06509412921585,8.59712659378897,4.84979032051403,"2","0","Herbaceous_0"
"73","GARI","Herbaceous",3,43,9,"c3_Herbaceous",3.09363655837958,11.5801959403474,7.24444665258938,"3","0","Herbaceous_0"
"74","GARI","Shrub",1,26,9,"c1_Shrub",-0.889854611371663,9.07591739573669,4.09842077063582,"1","0","Shrub_0"
"75","GARI","Shrub",2,38,9,"c2_Shrub",1.0246744347903,8.57617014971694,4.75248712215613,"2","0","Shrub_0"
"76","GARI","Shrub",3,43,9,"c3_Shrub",1.12619027054434,9.65307896720731,5.40655347367644,"3","0","Shrub_0"
"77","GARI","Tree",1,26,9,"c1_Tree",-0.761815968718386,9.45849112706608,4.16301673732401,"1","0","Tree_0"
"78","GARI","Tree",2,38,9,"c2_Tree",1.52677935671537,9.00086688656189,5.12697603951601,"2","0","Tree_0"
"79","GARI","Tree",3,43,9,"c3_Tree",1.89733358734353,10.3969778736294,6.09093534170801,"3","0","Tree_0"
"80","FRSP","Shrub",1,104,10,"c1",2.05632449069509,9.69820726134598,5.9129008519517,"1","0","Shrub_0"
"81","FRSP","Shrub",2,104,10,"c2",2.8889857535425,10.2179388441113,6.5619837363965,"2","0","Shrub_0"
"82","FRSP","Shrub",3,104,10,"c3",3.46194204398178,11.0082273837823,7.2110666208413,"3","0","Shrub_0"
"83","THST","Graminoid",1,8,11,"c1_Graminoid",6.72412913132189,49.5618399220967,27.8107752699808,"1","1","Graminoid_1"
"84","THST","Graminoid",2,8,11,"c2_Graminoid",25.0821196984871,65.2069071909535,45.4155525773808,"2","1","Graminoid_1"
"85","THST","Graminoid",3,6,11,"c3_Graminoid",39.3340024892523,86.4641226377193,63.0203298847809,"3","1","Graminoid_1"
"86","THST","Herbaceous",1,8,11,"c1_Herbaceous",-6.45583572305969,36.4149226891771,14.6230147586788,"1","0","Herbaceous_0"
"87","THST","Herbaceous",2,8,11,"c2_Herbaceous",-0.217286757668587,38.5786821854651,19.1361953785156,"2","0","Herbaceous_0"
"88","THST","Herbaceous",3,6,11,"c3_Herbaceous",1.61338915442625,47.7706562440786,23.6493759983525,"3","0","Herbaceous_0"
"89","THST","Shrub",1,8,11,"c1_Shrub",28.396166790489,71.3026953482481,49.538633922772,"1","0","Shrub_0"
"90","THST","Shrub",2,8,11,"c2_Shrub",28.2614993192088,67.7751602653556,47.3855766384234,"2","0","Shrub_0"
"91","THST","Shrub",3,6,11,"c3_Shrub",23.8852969766437,68.2453185452559,45.2325193540748,"3","0","Shrub_0"
"92","PRWI","Graminoid",1,145,12,"c1_Graminoid",1.91495930437228,5.74061646876553,3.7878071930871,"1","0","Graminoid_0"
"93","PRWI","Graminoid",2,145,12,"c2_Graminoid",1.77461463420545,5.3341146646556,3.46206712542444,"2","0","Graminoid_0"
"94","PRWI","Graminoid",3,145,12,"c3_Graminoid",1.1809427267775,5.15212413429053,3.13632705776179,"3","0","Graminoid_0"
"95","PRWI","Herbaceous",1,145,12,"c1_Herbaceous",2.72042729121334,6.56232966312578,4.55731669591626,"1","0","Herbaceous_0"
"96","PRWI","Herbaceous",2,145,12,"c2_Herbaceous",1.8997195582052,5.43034829832681,3.65282564502371,"2","0","Herbaceous_0"
"97","PRWI","Herbaceous",3,145,12,"c3_Herbaceous",0.758618073011751,4.80001666761085,2.74833459413115,"3","0","Herbaceous_0"
"98","MANA","Graminoid",1,19,13,"c1_Graminoid",15.609065114642,41.9872119515469,28.9422283665297,"1","1","Graminoid_1"
"99","MANA","Graminoid",2,17,13,"c2_Graminoid",28.5011985564739,49.7883236095527,39.2608513475437,"2","1","Graminoid_1"
"100","MANA","Graminoid",3,17,13,"c3_Graminoid",35.9520181089513,62.8013883071934,49.5794743285576,"3","1","Graminoid_1"
"101","MANA","Herbaceous",1,19,13,"c1_Herbaceous",36.8071984229895,62.9954312861087,50.6811520291476,"1","0","Herbaceous_0"
